id,qname,label,kind,module,domains,ranges,characteristics,domain_text,range_text
http://example.org/smartcity#budgetForContract,ex:budgetForContract,budget for contract,object_property,federation,"[""http://example.org/smartcity#PrivacyBudgetAccount""]","[""http://example.org/smartcity#SemanticContract""]",[],ex:PrivacyBudgetAccount,ex:SemanticContract
http://example.org/smartcity#budgetForPurpose,ex:budgetForPurpose,budget for purpose,object_property,federation,"[""http://example.org/smartcity#PrivacyBudgetAccount""]","[""http://example.org/smartcity#ProcessingPurpose""]",[],ex:PrivacyBudgetAccount,ex:ProcessingPurpose
http://example.org/smartcity#carriesData,ex:carriesData,carries data,object_property,orchestration,"[""http://example.org/smartcity#TransferEvent""]",[],[],ex:TransferEvent,not declared
http://example.org/smartcity#categoryCode,ex:categoryCode,category code,datatype_property,governance,"[""http://example.org/smartcity#PolicyCategory""]","[""http://www.w3.org/2001/XMLSchema#string""]",[],ex:PolicyCategory,xsd:string
http://example.org/smartcity#conditionExpression,ex:conditionExpression,condition expression,datatype_property,governance,"[""http://example.org/smartcity#RecoveryCondition""]","[""http://www.w3.org/2001/XMLSchema#string""]",[],ex:RecoveryCondition,xsd:string
http://example.org/smartcity#configurationStatus,ex:configurationStatus,configuration status,datatype_property,governance,[],"[""http://www.w3.org/2001/XMLSchema#string""]",[],not declared,xsd:string
http://example.org/smartcity#connectsTo,ex:connectsTo,connects to,object_property,topology,"[""https://saref.etsi.org/core/Device""]","[""http://example.org/smartcity#ComputationalNode""]",[],saref:Device,ex:ComputationalNode
http://example.org/smartcity#consentSubject,ex:consentSubject,consent subject,object_property,governance,"[""http://example.org/smartcity#ConsentRecord""]","[""http://example.org/smartcity#User""]",[],ex:ConsentRecord,ex:User
http://example.org/smartcity#containsIndividualizedGradients,ex:containsIndividualizedGradients,contains individualized gradients,datatype_property,federation,"[""http://example.org/smartcity#FederatedLearningSession""]","[""http://www.w3.org/2001/XMLSchema#boolean""]",[],ex:FederatedLearningSession,xsd:boolean
http://example.org/smartcity#containsPersistentIdentifier,ex:containsPersistentIdentifier,contains persistent identifier,datatype_property,governance,"[""http://example.org/smartcity#FederatedLearningSession""]","[""http://www.w3.org/2001/XMLSchema#boolean""]",[],ex:FederatedLearningSession,xsd:boolean
http://example.org/smartcity#containsPersonalData,ex:containsPersonalData,contains personal data,datatype_property,governance,"[""http://example.org/smartcity#FederatedLearningSession""]","[""http://www.w3.org/2001/XMLSchema#boolean""]",[],ex:FederatedLearningSession,xsd:boolean
http://example.org/smartcity#contextDeviceState,ex:contextDeviceState,context device state,object_property,observability,"[""http://example.org/smartcity#DataContext""]","[""http://example.org/smartcity#DeviceState""]",[],ex:DataContext,ex:DeviceState
http://example.org/smartcity#contextNodeState,ex:contextNodeState,context node state,object_property,observability,"[""http://example.org/smartcity#DataContext""]","[""http://example.org/smartcity#NodeState""]",[],ex:DataContext,ex:NodeState
http://example.org/smartcity#contextProcessingLevel,ex:contextProcessingLevel,context processing level,object_property,observability,"[""http://example.org/smartcity#DataContext""]","[""http://example.org/smartcity#ProcessingLevel""]",[],ex:DataContext,ex:ProcessingLevel
http://example.org/smartcity#contextPurpose,ex:contextPurpose,context purpose,object_property,observability,"[""http://example.org/smartcity#DataContext""]","[""http://example.org/smartcity#ProcessingPurpose""]",[],ex:DataContext,ex:ProcessingPurpose
http://example.org/smartcity#contextZone,ex:contextZone,context zone,object_property,observability,"[""http://example.org/smartcity#DataContext""]","[""http://example.org/smartcity#CityArea""]",[],ex:DataContext,ex:CityArea
http://example.org/smartcity#continuumLevel,ex:continuumLevel,continuum level,datatype_property,topology,"[""http://example.org/smartcity#ModelTier""]","[""http://www.w3.org/2001/XMLSchema#integer""]",[],ex:ModelTier,xsd:integer
http://example.org/smartcity#contractSubject,ex:contractSubject,contract subject,object_property,governance,"[""http://example.org/smartcity#SemanticContract""]","[""http://example.org/smartcity#User""]",[],ex:SemanticContract,ex:User
http://example.org/smartcity#coversArea,ex:coversArea,covers area,object_property,topology,"[""http://example.org/smartcity#ComputationalNode""]","[""http://example.org/smartcity#CityArea""]",[],ex:ComputationalNode,ex:CityArea
http://example.org/smartcity#criterionA,ex:criterionA,criterion A,object_property,orchestration,"[""http://example.org/smartcity#PairwiseComparison""]",[],[],ex:PairwiseComparison,not declared
http://example.org/smartcity#criterionB,ex:criterionB,criterion B,object_property,orchestration,"[""http://example.org/smartcity#PairwiseComparison""]",[],[],ex:PairwiseComparison,not declared
http://example.org/smartcity#definedInArtifact,ex:definedInArtifact,defined in artifact,object_property,governance,[],"[""http://example.org/smartcity#Artifact""]",[],not declared,ex:Artifact
http://example.org/smartcity#delegatedBy,ex:delegatedBy,delegated by,object_property,orchestration,"[""http://example.org/smartcity#DelegationEvent""]","[""http://example.org/smartcity#ComputationalNode""]",[],ex:DelegationEvent,ex:ComputationalNode
http://example.org/smartcity#delegatesTo,ex:delegatesTo,delegates requests to,object_property,orchestration,"[""urn:continuum:ontology:3.0.0:node:94""]","[""http://example.org/smartcity#ComputationalNode""]",[],(ex:ComputationalNode OR ex:DelegationEvent),ex:ComputationalNode
http://example.org/smartcity#delegationDepth,ex:delegationDepth,delegation depth,datatype_property,orchestration,"[""http://example.org/smartcity#DelegationEvent""]","[""http://www.w3.org/2001/XMLSchema#integer""]",[],ex:DelegationEvent,xsd:integer
http://example.org/smartcity#derivedFrom,ex:derivedFrom,derived from,object_property,orchestration,"[""http://example.org/smartcity#State""]","[""http://www.w3.org/ns/sosa/Observation""]",[],ex:State,sosa:Observation
http://example.org/smartcity#eligibilityReason,ex:eligibilityReason,eligibility reason,datatype_property,orchestration,"[""http://example.org/smartcity#DecisionAlternative""]","[""http://www.w3.org/2001/XMLSchema#string""]",[],ex:DecisionAlternative,xsd:string
http://example.org/smartcity#estimatedPredictionError,ex:estimatedPredictionError,estimated prediction error,datatype_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:EvaluationState,xsd:decimal
http://example.org/smartcity#evaluatesNode,ex:evaluatesNode,evaluates node,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#ComputationalNode""]",[],ex:EvaluationState,ex:ComputationalNode
http://example.org/smartcity#evaluatesService,ex:evaluatesService,evaluates service,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#Service""]",[],ex:EvaluationState,ex:Service
http://example.org/smartcity#evaluationOrder,ex:evaluationOrder,evaluation order,datatype_property,orchestration,"[""http://example.org/smartcity#PolicyCategory""]","[""http://www.w3.org/2001/XMLSchema#integer""]",[],ex:PolicyCategory,xsd:integer
http://example.org/smartcity#evaluationPurpose,ex:evaluationPurpose,evaluation purpose,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#ProcessingPurpose""]",[],ex:EvaluationState,ex:ProcessingPurpose
http://example.org/smartcity#evaluationUser,ex:evaluationUser,evaluation user,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#User""]",[],ex:EvaluationState,ex:User
http://example.org/smartcity#evaluationZone,ex:evaluationZone,evaluation zone,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#CityArea""]",[],ex:EvaluationState,ex:CityArea
http://example.org/smartcity#evidenceContribution,ex:evidenceContribution,evidence contribution,datatype_property,observability,"[""http://example.org/smartcity#TrustEvidence""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:TrustEvidence,xsd:decimal
http://example.org/smartcity#evidenceFactor,ex:evidenceFactor,evidence factor,datatype_property,observability,"[""http://example.org/smartcity#TrustEvidence""]","[""http://www.w3.org/2001/XMLSchema#string""]",[],ex:TrustEvidence,xsd:string
http://example.org/smartcity#expiresOnRecoveryOf,ex:expiresOnRecoveryOf,expires on recovery of,object_property,orchestration,"[""http://example.org/smartcity#DelegationEvent""]","[""http://example.org/smartcity#ComputationalNode""]",[],ex:DelegationEvent,ex:ComputationalNode
http://example.org/smartcity#generatedBy,ex:generatedBy,generated by,object_property,wellbeing,"[""http://example.org/smartcity#ParametrizedData""]","[""http://example.org/smartcity#Wearable""]",[],ex:ParametrizedData,ex:Wearable
http://example.org/smartcity#governedBy,ex:governedBy,governed by,object_property,governance,[],"[""http://example.org/smartcity#Policy""]",[],not declared,ex:Policy
http://example.org/smartcity#graphIRI,ex:graphIRI,graph iri,datatype_property,deployment,"[""http://example.org/smartcity#DeploymentFragment""]","[""http://www.w3.org/2001/XMLSchema#anyURI""]",[],ex:DeploymentFragment,xsd:anyURI
http://example.org/smartcity#hasAHPScore,ex:hasAHPScore,has AHP / multicriteria score,datatype_property,orchestration,"[""http://example.org/smartcity#DecisionAlternative""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:DecisionAlternative,xsd:decimal
http://example.org/smartcity#hasActiveConsentRange,ex:hasActiveConsentRange,has active consent range,object_property,governance,"[""http://example.org/smartcity#User""]","[""http://example.org/smartcity#ConsentRange""]",[],ex:User,ex:ConsentRange
http://example.org/smartcity#hasAdaptability,ex:hasAdaptability,has adaptability,object_property,orchestration,"[""http://example.org/smartcity#ServiceState""]","[""http://example.org/smartcity#AdaptabilityLevel""]",[],ex:ServiceState,ex:AdaptabilityLevel
http://example.org/smartcity#hasAnonymizationApplied,ex:hasAnonymizationApplied,has anonymization applied,datatype_property,federation,"[""http://example.org/smartcity#ParametrizedData""]","[""http://www.w3.org/2001/XMLSchema#boolean""]",[],ex:ParametrizedData,xsd:boolean
http://example.org/smartcity#hasAuthorizationDecision,ex:hasAuthorizationDecision,has authorization decision,object_property,governance,[],"[""http://example.org/smartcity#AuthorizationDecision""]",[],not declared,ex:AuthorizationDecision
http://example.org/smartcity#hasAuthorizationOutcome,ex:hasAuthorizationOutcome,has authorization outcome,object_property,governance,"[""http://example.org/smartcity#AuthorizationDecision""]","[""http://example.org/smartcity#AuthorizationOutcome""]",[],ex:AuthorizationDecision,ex:AuthorizationOutcome
http://example.org/smartcity#hasAuthorizedDataCategory,ex:hasAuthorizedDataCategory,authorizes data category,object_property,governance,"[""http://example.org/smartcity#ConsentRecord""]","[""http://example.org/smartcity#DataCategory""]",[],ex:ConsentRecord,ex:DataCategory
http://example.org/smartcity#hasAvailability,ex:hasAvailability,has availability,object_property,observability,"[""http://example.org/smartcity#NodeState""]","[""http://example.org/smartcity#AvailabilityLevel""]",[],ex:NodeState,ex:AvailabilityLevel
http://example.org/smartcity#hasBatteryLevel,ex:hasBatteryLevel,has battery level,object_property,observability,"[""http://example.org/smartcity#DeviceState""]","[""http://example.org/smartcity#BatteryLevel""]",[],ex:DeviceState,ex:BatteryLevel
http://example.org/smartcity#hasCommunication,ex:hasCommunication,has communication level,object_property,observability,"[""http://example.org/smartcity#NodeState""]","[""http://example.org/smartcity#CommunicationLevel""]",[],ex:NodeState,ex:CommunicationLevel
http://example.org/smartcity#hasComplianceMetric,ex:hasComplianceMetric,has compliance metric,object_property,observability,"[""http://example.org/smartcity#ValidationCampaign""]","[""http://example.org/smartcity#ComplianceMetric""]",[],ex:ValidationCampaign,ex:ComplianceMetric
http://example.org/smartcity#hasConnectionStatus,ex:hasConnectionStatus,has connection status,object_property,observability,"[""http://example.org/smartcity#DeviceState""]","[""http://example.org/smartcity#DeviceConnectionStatus""]",[],ex:DeviceState,ex:DeviceConnectionStatus
http://example.org/smartcity#hasConsentRange,ex:hasConsentRange,has consent range,object_property,governance,"[""urn:continuum:ontology:3.0.0:node:100""]","[""http://example.org/smartcity#ConsentRange""]",[],(ex:User OR ex:SemanticContract OR ex:Policy OR ex:FederatedLearningSession OR ex:EvaluationState),ex:ConsentRange
http://example.org/smartcity#hasConsentRecord,ex:hasConsentRecord,has consent record,object_property,governance,"[""http://example.org/smartcity#User""]","[""http://example.org/smartcity#ConsentRecord""]",[],ex:User,ex:ConsentRecord
http://example.org/smartcity#hasConsistencyRatio,ex:hasConsistencyRatio,has consistency ratio,datatype_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:EvaluationState,xsd:decimal
http://example.org/smartcity#hasConsistencyThreshold,ex:hasConsistencyThreshold,has consistency threshold,datatype_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:EvaluationState,xsd:decimal
http://example.org/smartcity#hasDataCategory,ex:hasDataCategory,has data category,object_property,governance,[],"[""http://example.org/smartcity#DataCategory""]",[],not declared,ex:DataCategory
http://example.org/smartcity#hasDataContext,ex:hasDataContext,has data context,object_property,observability,[],"[""http://example.org/smartcity#DataContext""]",[],not declared,ex:DataContext
http://example.org/smartcity#hasDataCriticality,ex:hasDataCriticality,has data criticality,object_property,governance,[],"[""http://example.org/smartcity#DataCriticality""]",[],not declared,ex:DataCriticality
http://example.org/smartcity#hasDataSensitivity,ex:hasDataSensitivity,has data sensitivity,object_property,governance,[],"[""http://example.org/smartcity#DataSensitivity""]",[],not declared,ex:DataSensitivity
http://example.org/smartcity#hasDecisionAlternative,ex:hasDecisionAlternative,has decision alternative,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#DecisionAlternative""]",[],ex:EvaluationState,ex:DecisionAlternative
http://example.org/smartcity#hasDecisionMethod,ex:hasDecisionMethod,has decision method,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#DecisionMethod""]",[],ex:EvaluationState,ex:DecisionMethod
http://example.org/smartcity#hasDegradationCause,ex:hasDegradationCause,has degradation cause,object_property,orchestration,[],"[""http://example.org/smartcity#ModelDegradationCause""]",[],not declared,ex:ModelDegradationCause
http://example.org/smartcity#hasDelegation,ex:hasDelegation,has delegation,object_property,orchestration,"[""http://example.org/smartcity#ComputationalNode""]","[""http://example.org/smartcity#DelegationEvent""]",[],ex:ComputationalNode,ex:DelegationEvent
http://example.org/smartcity#hasDetectedSymptom,ex:hasDetectedSymptom,has detected symptom,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#MAPESymptom""]",[],ex:EvaluationState,ex:MAPESymptom
http://example.org/smartcity#hasDeviceState,ex:hasDeviceState,has device state,object_property,foundation,"[""http://example.org/smartcity#Wearable""]","[""http://example.org/smartcity#DeviceState""]",[],ex:Wearable,ex:DeviceState
http://example.org/smartcity#hasDistance,ex:hasDistance,has distance,object_property,topology,"[""http://example.org/smartcity#NodeUserRelation""]","[""http://example.org/smartcity#DistanceLevel""]",[],ex:NodeUserRelation,ex:DistanceLevel
http://example.org/smartcity#hasEffectiveConsentRange,ex:hasEffectiveConsentRange,has effective consent range,object_property,governance,"[""http://example.org/smartcity#AuthorizationDecision""]","[""http://example.org/smartcity#ConsentRange""]",[],ex:AuthorizationDecision,ex:ConsentRange
http://example.org/smartcity#hasElasticity,ex:hasElasticity,has elasticity,datatype_property,topology,"[""http://example.org/smartcity#ComputationalNode""]","[""http://www.w3.org/2001/XMLSchema#boolean""]",[],ex:ComputationalNode,xsd:boolean
http://example.org/smartcity#hasEnergyLevel,ex:hasEnergyLevel,has energy level,object_property,observability,"[""http://example.org/smartcity#NodeState""]","[""http://example.org/smartcity#EnergyLevel""]",[],ex:NodeState,ex:EnergyLevel
http://example.org/smartcity#hasEvaluationTicketID,ex:hasEvaluationTicketID,has evaluation ticket ID,datatype_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://www.w3.org/2001/XMLSchema#string""]",[],ex:EvaluationState,xsd:string
http://example.org/smartcity#hasGeometry,ex:hasGeometry,has geometry,object_property,topology,"[""http://example.org/smartcity#CityArea""]","[""http://www.opengis.net/ont/geosparql#Geometry""]",[],ex:CityArea,geo:Geometry
http://example.org/smartcity#hasIdentifier,ex:hasIdentifier,has identifier,object_property,governance,"[""http://example.org/smartcity#User""]","[""http://example.org/smartcity#Identifier""]",[],ex:User,ex:Identifier
http://example.org/smartcity#hasLatencyWeight,ex:hasLatencyWeight,has latency weight,datatype_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:EvaluationState,xsd:decimal
http://example.org/smartcity#hasMigrationCost,ex:hasMigrationCost,has migration cost,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#MigrationCostLevel""]",[],ex:EvaluationState,ex:MigrationCostLevel
http://example.org/smartcity#hasMigrationTime,ex:hasMigrationTime,has migration time,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#MigrationTimeLevel""]",[],ex:EvaluationState,ex:MigrationTimeLevel
http://example.org/smartcity#hasMobileDevice,ex:hasMobileDevice,has mobile device,object_property,foundation,"[""http://example.org/smartcity#User""]","[""http://example.org/smartcity#MobileDevice""]",[],ex:User,ex:MobileDevice
http://example.org/smartcity#hasMobility,ex:hasMobility,has mobility,object_property,observability,"[""http://example.org/smartcity#UserState""]","[""http://example.org/smartcity#MobilityLevel""]",[],ex:UserState,ex:MobilityLevel
http://example.org/smartcity#hasModelQualityWeight,ex:hasModelQualityWeight,has model quality weight,datatype_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://www.w3.org/2001/XMLSchema#decimal""]",[],ex:EvaluationState,xsd:decimal
http://example.org/smartcity#hasModelTier,ex:hasModelTier,has model tier,object_property,orchestration,"[""http://example.org/smartcity#AIModel""]","[""http://example.org/smartcity#ModelTier""]",[],ex:AIModel,ex:ModelTier
http://example.org/smartcity#hasNeighborNode,ex:hasNeighborNode,has neighbor node,object_property,topology,"[""http://example.org/smartcity#ComputationalNode""]","[""http://example.org/smartcity#ComputationalNode""]",[],ex:ComputationalNode,ex:ComputationalNode
http://example.org/smartcity#hasNodeState,ex:hasNodeState,has node state,object_property,observability,"[""http://example.org/smartcity#ComputationalNode""]","[""http://example.org/smartcity#NodeState""]",[],ex:ComputationalNode,ex:NodeState
http://example.org/smartcity#hasNoiseApplied,ex:hasNoiseApplied,has noise applied,datatype_property,federation,"[""http://example.org/smartcity#ParametrizedData""]","[""http://www.w3.org/2001/XMLSchema#boolean""]",[],ex:ParametrizedData,xsd:boolean
http://example.org/smartcity#hasOperationalStatus,ex:hasOperationalStatus,has operational status,object_property,observability,"[""http://example.org/smartcity#NodeState""]","[""http://example.org/smartcity#OperationalStatus""]",[],ex:NodeState,ex:OperationalStatus
http://example.org/smartcity#hasPairwiseComparison,ex:hasPairwiseComparison,has pairwise comparison,object_property,orchestration,"[""http://example.org/smartcity#EvaluationState""]","[""http://example.org/smartcity#PairwiseComparison""]",[],ex:EvaluationState,ex:PairwiseComparison
http://example.org/smartcity#hasPayloadType,ex:hasPayloadType,has payload type,object_property,federation,"[""http://example.org/smartcity#FederatedLearningSession""]","[""http://example.org/smartcity#PayloadType""]",[],ex:FederatedLearningSession,ex:PayloadType
http://example.org/smartcity#hasPerformance,ex:hasPerformance,has performance,object_property,observability,"[""http://example.org/smartcity#NodeState""]","[""http://example.org/smartcity#PerformanceLevel""]",[],ex:NodeState,ex:PerformanceLevel
http://example.org/smartcity#hasPermission,ex:hasPermission,has permission,object_property,governance,"[""http://example.org/smartcity#Role""]","[""http://example.org/smartcity#Permission""]",[],ex:Role,ex:Permission
http://example.org/smartcity#hasPersonStatus,ex:hasPersonStatus,has person status,object_property,wellbeing,"[""http://example.org/smartcity#UserState""]","[""http://example.org/smartcity#PersonStatus""]",[],ex:UserState,ex:PersonStatus
http://example.org/smartcity#hasPolicyAction,ex:hasPolicyAction,has policy action,datatype_property,governance,"[""http://example.org/smartcity#Policy""]","[""http://www.w3.org/2001/XMLSchema#string""]",[],ex:Policy,xsd:string
